ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2057-08-28,43,102269,543,Employed,High School,19,20658,72,Single,0,Mortgage,204,0.3850250027823386,3,0,0.3994586657479975,0,Auto,0,21,14,1018,910,54355,7575,8522.416666666666,0.7476413316080813,5,46780,0.264158,0.2945664594715392,614.2605743425397,0.0960127398538215,0,53.0
2057-08-29,31,38511,583,Unemployed,High School,12,40307,72,Divorced,2,Rent,225,0.0738606857599965,8,1,0.4161657935455049,0,Debt Consolidation,0,26,23,16381,756,18816,45273,3209.25,0.5198451582459304,5,1477,0.263807,0.2534381699934721,1094.275968126089,0.4110854461715632,0,59.0
2057-08-30,40,48306,610,Unemployed,Associate,16,15414,96,Married,0,Other,279,0.0325224756912734,3,3,0.4245992304713436,0,Education,1,30,18,2354,1653,26499,30327,4025.5,0.9678350631061616,3,10806,0.245414,0.2300654575056236,352.4477978318771,0.1568619544980442,0,62.0
2057-08-31,58,40155,595,Self-Employed,Bachelor,33,21912,36,Single,1,Rent,295,0.1870052559779476,1,0,0.48573302669032,0,Other,0,19,20,4724,746,18649,30297,3346.25,0.8766058837911759,4,4269,0.209412,0.2042261945450169,819.0545460566617,0.3329262745032982,0,59.0
2057-09-01,28,24521,575,Employed,High School,9,12440,36,Single,2,Mortgage,456,0.4450246091772615,0,2,0.0710479674278706,0,Auto,0,29,1,4516,656,29065,118887,2043.4166666666667,0.6897049286884347,5,10180,0.20994,0.2046175441338938,465.24700904445166,0.4508365934722654,0,57.0
2057-09-02,18,31457,580,Unemployed,High School,0,28804,48,Single,0,Own,265,0.2213186723966604,1,1,0.6489729203330139,0,Other,0,18,4,1333,1580,18557,3314,2621.4166666666665,0.7642868023574331,7,15243,0.233804,0.2379690383624656,935.832123875654,0.4580851793403009,0,65.0
2057-09-03,45,101703,655,Self-Employed,Doctorate,22,16009,60,Married,2,Other,347,0.1288036888544718,1,2,0.0737221554592923,0,Home,0,29,16,613,8066,162895,23914,8475.25,0.8214384734684765,3,138981,0.193509,0.2185683264885939,440.8490117659471,0.0929587931643251,1,32.800000000000004
2057-09-04,38,79698,598,Unemployed,Associate,14,19048,84,Single,2,Mortgage,566,0.3797697963519517,3,1,0.3778167741993106,0,Debt Consolidation,0,18,23,1249,1919,15723,17543,6641.5,0.8849899400643553,7,4929,0.245048,0.2436971382799858,474.4867090435935,0.1566644145213571,0,57.0
2057-09-05,31,15000,503,Employed,High School,8,26196,36,Divorced,2,Mortgage,505,0.3431815790820475,4,1,0.0712674926837919,0,Debt Consolidation,0,23,14,10708,2362,14597,51820,1250.0,0.7188826381647222,5,9849,0.259696,0.2084845539271135,984.8989593289072,1.1919191674631258,0,52.0
2057-09-06,47,127175,514,Employed,High School,26,23981,60,Single,0,Own,276,0.1759522617490432,2,1,0.1237207605037541,0,Debt Consolidation,0,16,17,1277,970,26305,21572,10597.916666666666,0.9042067755143908,2,4733,0.271981,0.2849653919686248,753.8681166192621,0.0971764686410941,1,37.6
2057-09-07,50,111351,681,Employed,Master,28,43062,60,Single,0,Own,193,0.5351552637111412,2,1,0.2514333157769173,1,Auto,0,28,23,2937,5007,7944,4966,9279.25,0.7880428160924923,5,2978,0.207562,0.2099159155073023,1164.7681073394278,0.1463230441403591,0,58.0
2057-09-08,18,46495,565,Unemployed,Master,0,27725,60,Married,0,Rent,326,0.396737268652336,2,4,0.5287955507725706,0,Other,0,17,14,5364,1304,40803,25936,3874.5833333333335,0.9838940997156598,5,14867,0.250225,0.2588758177733028,828.2553224721996,0.2979043740115366,0,62.0
2057-09-09,32,22351,572,Employed,Bachelor,12,12538,72,Married,1,Rent,352,0.3555798299353537,1,2,0.2868266379216996,1,Home,0,30,26,909,1580,108481,22021,1862.5833333333333,0.9460202371041057,5,86460,0.241538,0.2516843946046128,339.03538474268066,0.3710091099687785,0,64.0
2057-09-10,67,28868,648,Employed,Bachelor,44,57796,48,Married,1,Own,987,0.1191373477701718,2,3,0.1573326041602777,0,Debt Consolidation,1,20,20,1165,449,52011,114970,2405.6666666666665,0.9220326660989056,3,3224,0.228796,0.2296879043957236,1851.458719745902,1.1799052458414447,0,54.0
2057-09-11,47,164692,536,Employed,Doctorate,22,24120,120,Widowed,1,Mortgage,280,0.3759923946440712,5,0,0.3671287293736245,0,Home,0,29,8,1689,669,412667,33404,13724.333333333334,0.5780139722787483,3,379263,0.31112,0.3196266627412593,671.079355461839,0.0692987653653004,1,37.6
2057-09-12,48,81182,615,Self-Employed,High School,27,10101,60,Single,4,Mortgage,240,0.1562938019683808,2,0,0.491570507322683,0,Auto,0,25,14,18102,675,297892,10830,6765.166666666667,0.7706422306395668,6,287062,0.2076009999999999,0.205363410479815,270.6380532908595,0.0754804838448216,1,38.400000000000006
2057-09-13,54,110767,650,Unemployed,Associate,34,15852,48,Widowed,4,Own,489,0.2547825763644022,7,2,0.3815340763750929,0,Auto,0,20,16,4631,1649,76172,2003,9230.583333333334,0.7418695024644387,7,74169,0.185852,0.1765780296034902,462.82274512803247,0.1031162073680463,1,38.400000000000006
2057-09-14,40,38047,600,Employed,High School,20,14311,48,Divorced,0,Mortgage,592,0.0791338985673339,4,0,0.6203782888990556,0,Home,0,21,14,745,1447,125111,25612,3170.583333333333,0.8159360955884974,3,99499,0.209311,0.2011949602601166,436.400571473989,0.3243568969350505,0,53.0
2057-09-15,49,88413,562,Employed,Associate,26,13437,84,Single,0,Rent,194,0.1590791669606414,5,2,0.2130215842834484,0,Debt Consolidation,0,19,16,3744,304,105614,18435,7367.75,0.5008190076960874,5,87179,0.257437,0.24714698436347,337.6652167106312,0.0721611369428429,1,38.400000000000006
2057-09-16,48,23291,481,Employed,Associate,28,13146,84,Divorced,2,Own,336,0.2787168017171798,3,0,0.2176456451421368,0,Auto,0,19,14,3430,2829,275453,27571,1940.9166666666667,0.861187551146666,5,247882,0.2976459999999999,0.3246548918257155,397.92050929677913,0.3781308707896332,0,50.0
2057-09-17,46,24302,481,Employed,Master,24,22851,96,Married,1,Other,374,0.4407894100816378,2,0,0.3859571484894873,0,Debt Consolidation,0,17,20,4631,8306,47471,43704,2025.1666666666667,0.9257443393648622,6,3767,0.317351,0.299905681418249,630.0029805895786,0.4957631374814806,0,57.0
2057-09-18,36,93371,596,Employed,Associate,11,18717,72,Divorced,0,Mortgage,297,0.238846607007648,1,0,0.3234107831070668,0,Debt Consolidation,0,25,17,1195,1201,71927,29833,7780.916666666667,0.9365932598053658,4,42094,0.235717,0.2136380936855001,463.2437247341953,0.0977061903247297,1,42.400000000000006
2057-09-19,42,34508,536,Employed,Master,20,14094,48,Single,0,Other,1043,0.1225598908323231,1,1,0.0337820754143056,0,Debt Consolidation,0,17,24,2941,1990,137468,45344,2875.6666666666665,0.8067378640698093,4,92124,0.241094,0.2323875394488695,453.5790695991362,0.5204285625127402,0,48.0
2057-09-20,32,50654,571,Employed,Bachelor,11,148776,48,Married,1,Rent,538,0.1863836952995014,7,0,0.1073509447994165,0,Other,0,23,28,4085,1671,93579,11911,4221.166666666667,0.9365593615347269,5,81668,0.358276,0.3695350073598482,5974.862925787479,1.542905893107153,0,47.0
2057-09-21,40,15000,620,Employed,High School,17,22587,24,Married,3,Mortgage,489,0.2438170044168881,2,0,0.147984039627917,0,Debt Consolidation,0,26,17,9258,2052,83838,14952,1250.0,0.8522491368354239,7,68886,0.187587,0.2001025261592802,1149.6966264544812,1.3109573011635849,0,47.0
2057-09-22,25,15000,594,Employed,Doctorate,3,15972,24,Single,0,Own,395,0.2791430334282375,5,4,0.3385991094815401,0,Home,0,19,3,855,2112,15521,17181,1250.0,0.6869494056214508,3,7495,0.193972,0.2007103259020785,813.4621068017668,0.9667696854414136,0,59.0
2057-09-23,30,19284,558,Unemployed,Bachelor,7,42320,60,Married,5,Other,960,0.3312919282734277,2,1,0.2815663928145757,0,Auto,0,23,24,1532,2286,33742,11343,1607.0,0.8239054875890157,2,22399,0.26832,0.2421795095416135,1222.8199823783384,1.358319839687827,0,57.0
2057-09-24,36,39690,515,Employed,Bachelor,10,12774,72,Divorced,0,Rent,402,0.1292295269357043,4,1,0.1811061959847094,0,Auto,0,30,14,751,2902,229151,10633,3307.5,0.6211333551160513,7,218518,0.270274,0.2521489785381249,345.7818707947263,0.2260867334224418,0,46.0
2057-09-25,28,19392,484,Employed,High School,5,58195,36,Single,1,Rent,374,0.434272344333491,3,1,0.3095443549825591,0,Debt Consolidation,1,27,29,13035,1138,20402,14485,1616.0,0.9653663738479448,5,5917,0.301195,0.339479772354517,2597.9775111677795,1.839094994534517,0,63.0
2057-09-26,33,69146,569,Employed,Bachelor,6,35293,36,Single,2,Mortgage,744,0.399045964298627,4,2,0.6234456169648356,0,Education,0,28,29,917,113,27771,18944,5762.166666666667,0.8965347470413693,7,8827,0.235793,0.2152824125467201,1339.2574866090135,0.3615406507868591,0,58.0
2057-09-27,38,68200,540,Employed,High School,15,50762,36,Single,0,Mortgage,560,0.3301227499014897,2,0,0.2206960328333842,0,Debt Consolidation,0,33,9,1646,948,143657,3157,5683.333333333333,0.6888013501801687,10,140500,0.265762,0.2604002011553633,2046.314811649982,0.4585891164193517,0,49.0
2057-09-28,44,68374,604,Employed,High School,23,47490,48,Married,4,Mortgage,696,0.0177918837920952,3,0,0.0545264841857787,0,Auto,0,24,16,43974,1640,497103,16709,5697.833333333333,0.9109052334940126,8,480394,0.24049,0.2445550318979969,1560.2442706505544,0.3959828479803237,0,40.0
2057-09-29,51,22907,603,Employed,High School,24,15754,36,Divorced,2,Mortgage,651,0.4370519052233663,5,3,0.5254835412162329,0,Home,0,31,3,2370,609,28255,20718,1908.9166666666667,0.7229450498089923,7,7537,0.199254,0.19079013341316,578.1084881069764,0.643877498462641,0,61.0
2057-09-30,34,53237,572,Employed,Associate,12,23638,108,Divorced,2,Rent,851,0.3426161749471703,4,1,0.2473996560024527,0,Home,0,24,27,942,426,232800,52780,4436.416666666667,0.8078085207428196,7,180020,0.282638,0.2261104,513.8315316488582,0.307642774382221,0,48.0
2057-10-01,56,32195,662,Self-Employed,Bachelor,36,13923,60,Single,0,Rent,575,0.0376423158554155,2,1,0.3053701661259775,0,Debt Consolidation,1,18,24,1495,12317,24306,6367,2682.9166666666665,0.8800083994843617,3,17939,0.187923,0.187733292255355,359.4359968521136,0.3482910999293481,0,57.0
2057-10-02,51,162037,533,Employed,Bachelor,24,8981,72,Single,0,Rent,410,0.4062441998551871,4,3,0.0631337481245515,0,Education,0,28,7,4321,556,21145,18351,13503.083333333334,0.6926661270571542,4,2794,0.2574809999999999,0.2715123035495191,253.91156803678908,0.0491674050768742,1,40.0
2057-10-03,46,42621,551,Employed,High School,25,30422,72,Single,0,Rent,1054,0.4393412188067901,3,0,0.3652560928231251,0,Auto,0,26,4,5508,691,48948,27251,3551.75,0.9362480657339316,9,21697,0.269922,0.2848716665472012,885.7582406288315,0.5461415473017053,0,59.0
2057-10-04,41,34534,549,Self-Employed,Bachelor,20,23652,60,Married,1,Mortgage,694,0.3725566463000532,2,1,0.1247432896447278,0,Education,0,21,24,5238,662,125619,5700,2877.833333333333,0.5950331851218043,6,119919,0.254152,0.2379044841816596,677.546139917354,0.4765898441827836,0,50.0
2057-10-05,43,47539,525,Employed,Associate,22,35820,36,Married,3,Own,509,0.2467236282868112,4,2,0.2597244703260268,0,Debt Consolidation,0,21,10,12805,554,93166,3715,3961.5833333333335,0.7530242220960321,5,89451,0.25832,0.2589954368148257,1441.293882765006,0.4923016174757582,0,51.0
2057-10-06,54,51732,576,Employed,High School,31,42040,12,Married,0,Mortgage,119,0.2291975008021985,1,2,0.4639428807286747,0,Other,0,24,20,3526,139,55667,14332,4311.0,0.7987276140717261,7,41335,0.21904,0.1772761283719086,3848.77923985299,0.920384885143352,0,56.0
2057-10-07,54,83224,609,Unemployed,High School,30,21726,12,Married,2,Own,330,0.0842687546494723,4,3,0.109821326113563,0,Debt Consolidation,0,23,25,1457,418,471421,57957,6935.333333333333,0.8169454609883251,6,413464,0.182226,0.218517328229304,2031.8815054613167,0.3405577485525305,1,33.6
2057-10-08,56,20142,653,Employed,Bachelor,38,13451,48,Married,5,Rent,1125,0.2688183861372368,4,0,0.3591696617659854,1,Education,0,23,6,4513,2354,10713,29655,1678.5,0.8219926320508305,7,5344,0.181951,0.1788295660481001,394.3009281765019,0.9051539637631826,0,64.0
2057-10-09,40,35348,583,Unemployed,Bachelor,16,37511,36,Married,2,Own,409,0.2525677300857707,4,2,0.3506310127907581,0,Home,1,30,6,3577,957,61072,7376,2945.6666666666665,0.8120272508550646,5,53696,0.231011,0.2499428370157303,1491.317425512755,0.6451230368380972,0,64.0
2057-10-10,46,59921,614,Employed,High School,25,25341,48,Married,4,Rent,272,0.5481799603200305,5,3,0.3024245492932106,0,Auto,0,19,3,6971,998,62646,9543,4993.416666666667,0.843361000751326,9,53103,0.213341,0.2560092,848.7503622873828,0.2244455924875852,0,53.0
2057-10-11,56,72503,630,Employed,High School,34,25153,72,Married,4,Rent,251,0.3281856474258929,5,1,0.1591109460954889,0,Home,0,30,23,5155,7439,130693,17964,6041.916666666667,0.6984563394722817,3,112729,0.225153,0.2151469392606912,624.7721166964391,0.1449493869268481,1,34.4
2057-10-12,32,264869,440,Employed,High School,6,27341,120,Married,1,Other,482,0.0302692172456735,3,2,0.3844514426684829,0,Home,0,20,22,2965,422,104627,103056,22072.416666666668,0.7224179616913678,7,1571,0.362341,0.3833906377139379,894.0524272298281,0.0623426264559383,1,40.8
2057-10-13,36,85980,502,Employed,Bachelor,13,44419,48,Married,0,Mortgage,509,0.2896354655556414,5,1,0.1770188802898821,0,Debt Consolidation,0,20,19,2310,378,73830,14152,7165.0,0.5562862890425738,2,59678,0.288419,0.2856582969392572,1562.512725291274,0.289115523418182,0,47.0
2057-10-14,40,38994,623,Employed,Master,17,16678,12,Married,0,Own,265,0.1273536514846439,3,2,0.2208945948119831,0,Auto,0,26,29,3210,1402,24778,5196,3249.5,0.6907773780571563,4,19582,0.170178,0.1538469985112328,1508.3573322977534,0.5457323687637339,0,49.0
2057-10-15,50,171310,564,Employed,Bachelor,28,21204,36,Married,3,Rent,624,0.3737816363135556,4,1,0.2473888191295488,1,Debt Consolidation,0,26,2,2181,1491,67232,33495,14275.833333333334,0.8752121467113416,7,33737,0.224204,0.2336125014583453,824.7986653050147,0.1014861011246289,1,52.8
2057-10-16,50,55166,529,Employed,High School,26,55670,24,Single,0,Other,759,0.4237174122047737,3,2,0.4835172887780096,0,Debt Consolidation,0,28,14,2931,2149,39156,18817,4597.166666666667,0.8265011065476444,2,20339,0.26617,0.2431167434017443,2952.0010847061358,0.8072365771756811,0,57.0
2057-10-17,37,113979,597,Employed,Bachelor,11,22290,60,Married,0,Mortgage,341,0.3318694653624823,2,0,0.2226338071616743,0,Education,0,25,27,3941,1212,8454,22485,9498.25,0.852390048699969,3,9546,0.22879,0.220709690353789,616.5253029413204,0.1008107075452131,1,40.8
2057-10-18,21,48563,562,Employed,Doctorate,3,24806,48,Married,2,Mortgage,309,0.1873849870424903,4,3,0.3336856420497506,0,Auto,0,22,3,11809,1862,67763,16646,4046.9166666666665,0.8321395203143481,5,51117,0.238806,0.2466135557874059,817.8174086281282,0.2784385005773436,0,55.0
2057-10-19,42,158763,587,Employed,Master,17,32013,60,Married,3,Rent,637,0.303505577740898,0,2,0.2924676982051729,0,Home,0,29,26,1476,2666,47294,11187,13230.25,0.9539404821243166,5,36107,0.2435129999999999,0.224891893305613,893.0911988128809,0.1156509664452962,1,40.0
2057-10-20,28,93631,618,Employed,Doctorate,2,15384,36,Married,3,Rent,281,0.4154068079449691,1,2,0.2546577916863504,0,Education,0,29,18,499,5771,76857,15043,7802.583333333333,0.7839880863808006,3,61814,0.191384,0.1634490644777751,543.4790495770739,0.1056674455567588,1,37.6
2057-10-21,22,57574,556,Employed,Bachelor,0,11807,48,Married,0,Rent,227,0.2916691446486926,2,1,0.2351019442101021,0,Education,1,24,22,1857,548,59380,54942,4797.833333333333,0.6824671189609592,3,4438,0.228807,0.2176107767993292,370.46246805327314,0.1245275578670802,0,58.0
2057-10-22,24,33986,545,Employed,Associate,3,14975,24,Married,1,Rent,330,0.1085455173446672,2,0,0.6050459649802995,0,Home,0,22,13,4667,2696,13124,4934,2832.1666666666665,0.7531255938340023,6,8190,0.2174749999999999,0.2223030175565006,778.5795185498292,0.3914245342964147,0,58.0
2057-10-23,43,46633,625,Employed,Master,23,25978,72,Divorced,0,Mortgage,578,0.126125674831631,3,2,0.2297747832797245,1,Debt Consolidation,0,25,24,4501,1782,40058,5728,3886.0833333333335,0.8696427923284098,3,34330,0.228478,0.2028761943894077,626.5851467110866,0.3099740904623986,0,61.0
2057-10-24,56,29170,586,Employed,Master,29,7816,84,Single,1,Rent,557,0.3729857677817292,4,2,0.3813892738873311,1,Debt Consolidation,0,21,18,763,1712,67169,21050,2430.833333333333,0.5861149071875233,7,46119,0.239816,0.2504680919914234,198.0697273339715,0.3106217596163064,0,68.0
2057-10-25,40,41521,558,Employed,High School,19,18374,36,Divorced,1,Mortgage,893,0.3486786391889794,4,1,0.2922365946755068,0,Debt Consolidation,0,21,3,4779,1024,60677,7264,3460.083333333333,0.5390646489988145,3,53413,0.224374,0.2347469139918683,715.806336139423,0.464961731019799,0,54.0
2057-10-26,42,102426,514,Employed,Bachelor,16,16558,60,Divorced,1,Rent,201,0.2464797289604222,4,0,0.202572136500853,0,Auto,0,19,3,495,14196,420051,68152,8535.5,0.8524768274119322,5,351899,0.264558,0.280823361797641,516.3697014406615,0.0840454222295895,1,38.400000000000006
2057-10-27,54,80317,641,Employed,Master,31,21678,72,Married,1,Other,432,0.4765263463766179,3,0,0.4693424908218113,0,Auto,0,21,13,3012,358,72568,4051,6693.083333333333,0.316740918308612,4,68517,0.216178,0.2091649402654657,530.8298447392294,0.1438544534391318,1,40.8
2057-10-28,21,31993,515,Unemployed,Master,0,18865,48,Single,3,Rent,440,0.4670986018214138,1,1,0.3280383497593376,0,Home,0,28,2,7283,269,316716,82549,2666.083333333333,0.8379655365849499,3,234167,0.256365,0.205092,579.1992714153298,0.3822833512638376,0,59.0
2057-10-29,46,84292,578,Employed,Bachelor,24,22847,72,Married,0,Mortgage,830,0.4120865144041588,4,1,0.48215855718182,0,Education,0,30,3,5361,164,42960,18132,7024.333333333333,0.8721123734322197,6,24828,0.248847,0.1999911531193975,547.2385007481284,0.1960667917356041,1,47.2
2057-10-30,39,27374,630,Employed,Bachelor,20,31977,48,Married,1,Mortgage,586,0.0927639588315947,2,1,0.3035903003269558,0,Auto,0,21,22,1796,1340,35726,5118,2281.1666666666665,0.6636079520819673,7,30608,0.211977,0.1982107203654643,970.0258756033572,0.6821184520800865,0,52.0
2057-10-31,46,55658,482,Self-Employed,Bachelor,23,20686,24,Divorced,4,Rent,166,0.2170501376469231,3,1,0.3592913795345657,0,Home,0,24,19,7708,789,888841,17392,4638.166666666667,0.810536893692452,4,871449,0.254686,0.301437683687587,1158.1440090616452,0.2854886648593148,1,39.2
2057-11-01,34,109851,587,Employed,Bachelor,14,22985,60,Married,0,Rent,220,0.2366324335957637,3,1,0.2857076034402193,0,Education,0,25,14,3947,917,95624,10335,9154.25,0.5854318097151429,1,85289,0.234485,0.2155809789156643,629.0591905223677,0.0927502734273553,1,39.2
2057-11-02,30,16841,486,Employed,Associate,2,23922,36,Married,2,Rent,382,0.0838839009775135,7,1,0.352400293264224,0,Home,0,17,21,2749,1100,60375,56963,1403.4166666666667,0.920520758625291,5,3412,0.265922,0.2733055937764613,980.8680792666746,0.971107235389828,0,55.0
2057-11-03,41,50836,588,Employed,High School,17,24889,84,Married,1,Rent,237,0.4043001672403992,5,2,0.3232240268104817,0,Other,0,21,8,736,6790,249683,171368,4236.333333333333,0.8467848937014247,3,78315,0.255889,0.2712871393541458,664.2464661618058,0.2127421039015986,0,54.0
2057-11-04,59,43522,573,Employed,Bachelor,35,30437,36,Single,1,Own,187,0.3154205584298711,2,1,0.0789419076785661,0,Home,0,20,20,11147,744,602135,28744,3626.8333333333335,0.7408570961288024,3,573391,0.228937,0.2502822993683223,1210.6243057359125,0.3853566396036705,0,43.0
2057-11-05,50,156525,590,Unemployed,Associate,26,11390,36,Widowed,2,Mortgage,465,0.2223806960053522,4,1,0.2274133017536652,0,Debt Consolidation,0,25,29,12360,279,68835,42098,13043.75,0.7736438761940746,5,26737,0.20139,0.1733280493383768,407.9736168844497,0.0669265829906621,1,42.400000000000006
2057-11-06,33,180452,566,Employed,Bachelor,12,23023,36,Married,0,Mortgage,887,0.2084284026486209,1,2,0.0599698420895226,0,Other,0,27,20,13322,674,95701,16158,15037.666666666666,0.9628290709790328,7,79543,0.2250229999999999,0.2462237200654539,910.7985328351116,0.119553024593916,1,36.8
2057-11-07,23,47226,556,Employed,High School,1,26623,24,Married,0,Rent,347,0.4015300007451163,2,0,0.2625662579099823,0,Debt Consolidation,0,22,5,422,4072,164579,26391,3935.5,0.9129570155866532,2,138188,0.223623,0.1932089154807529,1346.1829510705982,0.430233248906263,0,52.0
